,Text,Speaker
42400, Whoho ho... Listen to the judgement from the p0rn star!,chandler
42401, That tape was never meant to be seen by...  Joey I would,monica
42402,"  Monica, look... I don't think you and I have any secrets",joey
42403, Why in the world would you take this tape and and why would you,monica
42404," Because that's who I am, okay? I'm sure a mature man like Richard",chandler
42405, Is all this about you not being able to grow a moustache?,monica
42406, This is about you and Richard. He's clearly not over you. He keeps,chandler
42407," Isn't that sad? I mean, can you see how pathetic that is? You",monica
42408," Oh, yeah, well, poor Richard. Y'... I can grow a moustache!",chandler
42409," Chandler, this is not our problem. We've got each other. That's all",monica
42410," Yeah, oh, but I just keep picturing you rolling around with him",chandler
42411, Cowboy boots? I've never worn cowboy boots in my whole life! (she,monica
42412," Oh, good, good. Play more, 'cause I wanna see how it ends.",chandler
42413, THAT'S NOT ME!,monica
42414, What...? That's not you! Life is good again! Ride 'em cowgirl!,chandler
42415, That b*st*rd taped over me! ,monica
42416, Is that a problem?,chandler
42417," I-It's just so insulting! Big spring for a new blank tape, Doctor!",monica
42418, Yeah... The woman you what?,phoebe
42419, I love you too...,phoebe
42420, YEAH...! How great is this...? ,phoebe
42421, Okay.,phoebe
42422, I had a great time.  It was really top drawer. And here's,phoebe
42423," She sweat, wet. got it going like a turbo 'vette.",ross
42424, So fellas,rachel
42425, Yeah!,ross
42426, fellas,rachel
42427, Yeah!,ross
42428, has your girlfriend got the butt?,rachel
42429, Hell yeah!,ross
42430, So shake it! ,rachel
42431, Shake it!,ross
42432, Shake it! ,rachel
42433, Shake it!,ross
42434, Shake that nasty butt...,rachel
42435, Baby got back (Then Ross turns around and sees their friends standing,ross
42436," One more time from the top... I like big butts and I cannot lie, you",rachel
42437, Rachel please! That is so inappropriate!,ross
42438," Hey Hon, could you help me get the plates down?",monica
42439," Yeah. Hey, here's an idea, why don't we use our wedding china today?",chandler
42440," No, I think we should save our china for something really special. Like if the Queen of England comes over.",monica
42441," Honey, she keeps canceling on us, take the hint.",chandler
42442," What if something gets broken, they're so expensive.",monica
42443, What is the point of having them if we never use them?,chandler
42444," Ok, but if something gets broken, and then the Queen comes over..",monica
42445, I will explain it to her.,chandler
42446," <laughs> Oh yeah, like I'm going to let you talk to the queen.",monica
42447," wow, the parade is really good this year. Man those horses can crap.",joey
42448, Muskogee! That's like four hours from Tulsa. Woo hoo!,chandler
42449, Oh my God!,joey
42450, Aren't you one of the stars of the popular daytime soap Days of Our Lives?,chandler
42451, Yeah! I totally forgot I'm supposed to be there. I can't believe I forgot. I usually write stuff like this on my arm.,joey
42452, What are you going to do?,chandler
42453," I guess I'm going to have to come up with a really good reason why I wasn't there. The producers are going to be so mad at me. They sat us all down yesterday and said ""Everyone has to be there at 6:00 AM sharp, that means you Tribbiani."" Like.. like I was some kind of idiot.",joey
42454, Well you proved them wrong.,chandler
42455, A lot of people are thankful for those.,ross
42456, Who is it?,rachel
42457, Hide my rings.,rachel
42458, Oh. <opens door preparing herself and then happily says>,rachel
42459, Um... hi.,rachel
42460, Aw.,rachel
42461, I haven't seen you in like.. a year.,rachel
42462, Oh well yeah me too. Um.. I had a baby.,rachel
42463," Oh.. yeah? Well unless you pushed a desk out of your v*g1n*, <shakes head no> not the same thing.",rachel
42464, mh hmm..,rachel
42465, Uh.... its Emma.,rachel
42466, Hey Amy.,ross
42467," Oh Amy, you remember Ross.",rachel
42468, That was me.,ross
42469, Careful. <hands Chandler a china plate> Careful. CAREFUL!,monica
42470," I'll tell you what, for the rest of our lives, I'll be careful until told otherwise. <looks at china> hey wait a minute this isn't the china we picked out..",chandler
42471," I know, after you left the store, I chose different ones.",monica
42472, Why?,chandler
42473," well no offense honey, but your taste is a little feminine for me.",monica
42474," Oh suddenly, flowers are feminine?",chandler
42475," Hey, everybody. Happy Thanksgiving!",phoebe
42476, Hey happy Thanksgiving.. Pheebs! <motions her to come over>,joey
42477," Hey, what's going on Joe?",phoebe
42478, I.. I.. I need a good lie.,joey
42479," Oh okay. How about the whole ""man walking on the moon"" thing. You know? You. you could. You could see the strings people!",phoebe
42480," No, no, no I need a good lie to explain why I wasn't at a work thing today.",joey
42481," Ooh, honey. You stink at lying.",phoebe
42482, I do not.,joey
42483," Oh really. Okay. let me ask you something. Yesterday at the coffee house, I went to the bathroom and when I came back, my muffin was gone-who took it?",phoebe
42484," Somebody opened the door to the coffee house and a raccoon came running in, went straight for your muffin and I said ""Hey don't eat that-that's Phoebe's"" and he said.. <pause> He said.. ""Joey you stink at lying."" What am I going to do?",joey
42485," Don't worry, don't worry. We'll come up with a good lie. I'll help you practice it.",phoebe
42486," Oh great, that'd be great. Thank you.",joey
42487," Sure, what.. what was the work thing?",phoebe
42488," Uh.. <forgetting what the work thing was, rolls up his sleeve on his right arm and shows Phoebe, she looks>",joey
42489," ""Pick up grandma at the airport""?",phoebe
42490, Oh.. man..,joey
42491, Amy! <pause> Yes I do.. I really do. <grabs Ross' hand for support>,rachel
42492," Sure, we don't live there but...",ross
42493," Yeah, no. Ross has a PhD.",rachel
42494, God she is unbelievable.,rachel
42495," I know, I mean a PhD is just as good as an MD.",ross
42496," Oh sure Ross, yeah. If I have a heart attack in a restaurant, I want you there with your fossil brush.",rachel
42497, What? What happened?,rachel
42498, Don't say that.,ross
42499," Oh Amy, don't cry Amy.  Um.. Ross, could I talk to you in private?",rachel
42500," Sure, you want to go upstairs?",ross
42501, Um look I was thinking.. If its ok with Monica I would like to invite Amy to Thanksgiving.,rachel
42502," You know, I think thats a great idea. It'll be like the pilgrims bringing the Indians syphilis.",ross
42503," Look I know she's a little tough to take. She has no where else to go, and she's my sister. Alright, she's Emma's aunt. And I would like them to bond.",rachel
42504," Ok, fine, but I don't want them bonding to much. I don't want her telling Emma she needs a nose job.",ross
42505," Ross, you know what? She may need one..We're just going to have to make our peace with that!",rachel
42506," Hey you guys, this is my sister Amy.  This is Chandler, Joey, Phoebe and you know Mon.",rachel
42507," Pheebs, I still need some help here",joey
42508," Oh right, ok um. Ok so its not just the lie you tell. but its the way you tell it. . For example if you look down at the ground when you're talking, people know you're lying.",phoebe
42509, Oh.. I don't know why this is so hard for me. you know.. I mean lying is basically just acting and I am a terrfic actor.,joey
42510, Oh we just put her down for a nap.,rachel
42511, Thats a great movie. <she claps>,phoebe
42512, Emma.,ross
42513, PHOE-BE.,phoebe
42514," Honey, I don't know how to tell you this, but um, if something were to happen to Ross or to myself <Ross and Rachel knock on wood> um you wouldn't get the baby.",rachel
42515," Well we haven't offically asked them yet, but we would want Monica and Chandler.",ross
42516, I can't believe you'd want us to raise Emma.,chandler
42517," yeah oh my god, I'm so moved.",monica
42518," See look Amy, we're a lot closer to Monica and Chandler. We see them every day. And truthfully honey, you don't seem very connected to the baby.",rachel
42519," You know, guys I got to say. This means so much to me. That you would trust me with your child. I mean, we all know that Monica and I have been trying to have a baby of our own. You know I've had my doubts about my skills as a father, but that you two.. that you two.... <starts to cry>",chandler
42520, Okay! It's time for dinner. Everyone we're using our fancy china.. um and its very expensive so please be careful.,monica
42521," Okay, just to be clear comedy with the plates will not be well recieved. <pinches Ross' arm>",monica
42522, Hey! How come my plate's less fancy then everyone else's? Do you not trust me with a fancy plate?,joey
42523," No, honey, its. thats a special plate.  See its a game, whoever gets that plate wins.",monica
42524, I can't believe I won.,joey
42525, Monica is Ross' sister.,rachel
42526, That was me.,monica
42527, Hey. Amy. You've got to stop doing that.,rachel
42528," Now see, this way you protect the plate.. and lets face it you have fun.",monica
42529," No, if crazy plate lad.. <sees Monica frustrated at this comment> If Monica dies then I would get Emma, Right?",chandler
42530, Well actually...,rachel
42531, Actually what?,chandler
42532," well.. its just. its just in that case, then um. Emma would go to my parents.",ross
42533, What?,chandler
42534," So if Monica's not around, then I'm not good enough to raise Emma?",chandler
42535, Yeah he's lying. He looked down.,joey
42536, Well what is wrong with me? Am I .. am I incomptent? Because I managed to survive whatever it is that killed the three of you!,chandler
42537," Honey, you're taking this the wrong way. We think you're going to be a wonderful parent. It's just.. you're more the fun parent.",rachel
42538, Yeah and we'd want to make sure Emma has someone like Monica who is more uh. uh discliplinarin.. someone who can be firm and strict.,ross
42539," Thats not how you see me, is it?",monica
42540," Look, I may not know a lot about babies, but do you really think I'm not capable?",chandler
42541," No, you both are equally capable. Its just.. you're strongest when.. when you're together.",ross
42542, Ok. So if we both had Emma and I die <knocks on table>  she'd have to give her up.,chandler
42543," Sure, Monica would have to give her up.",ross
42544," I lie better then that, right?",joey
42545," So.. let me get this straight. So my two friends die, I get Emma. Then my wife dies, then Emma the one tiny ray of hope left in my life gets taken away from me?",chandler
42546, There's your movie! <claps>,phoebe
42547, Hey. There you are. You disappeared after dinner.,monica
42548, Oh? Did somebody miss me? Is there a child to raise poorly?,chandler
42549, Ross and Rachel don't know what they're talking about. I mean its not like their so responsible. Emma is a product of a bottle of Merlot and a five year old condom.,monica
